



Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Lista de espera de residencia municipal para personas mayores con deterioro cognitivo tipo Alzheimer u otra demencias;sociedad-bienestar;Lista de espera , mayores , alzheimer , residencia;24/05/2023;06/06/2024;;;semanal;Dirección General de Mayores y Prevención de la Soledad No Deseada;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;;1351;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e25eff6f94c27810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Lista de espera de apartamentos municipales para personas mayores;sociedad-bienestar;Lista de espera , apartamentos municipales, mayores;24/05/2023;06/06/2024;;;semanal;Dirección General de Mayores y Prevención de la Soledad No Deseada;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;;2868;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=3fddff6f94c27810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Presupuestos. Ejecución mensual ejercicio en curso;sector-publico;gastos, ingresos, ejecución presupuestaria, mensual,  inversiones, Presupuestos Abiertos;07/03/2023;21/05/2024;01/01/2024;30/04/2024;mensual;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;822;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c58a15fef2bb6810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio descriptivo sobre el grado de Satisfacción de las personas que han utilizado el Servicio de Salud Laboral del Ayuntamiento de Madrid;salud;Salud, laboral, Encuestas, madrid salud;23/06/2023;14/06/2023;;;anual;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;506;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=543c3b3f11376810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de situados aislados en vía pública;comercio;Puesto callejero, venta ambulante, ocupación, mercadillo, distritos, churros, flores, melones, sandias, helados, mercadillos, artesanía, ONCE, frutos secos, patatas;02/03/2023;30/01/2024;;15/01/2024;anual;Dirección General de Coordinación Territorial y Desconcentración;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;741;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6626d8e1d1e66810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de Satisfacción con el Programa de Apoyo Residencial para la Vida Autónoma de Jóvenes en Situación de Grave Vulnerabilidad Social;sociedad-bienestar;servicios públicos, sondeos encuestas;09/02/2023;13/02/2023;;;anual;Dirección General de Educación, Juventud y Voluntariado;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;432;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=10fc698731636810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Nacimientos clasificados por nacionalidad y sexo según Distrito y Barrio. 1 Enero 2022;demografia;mapas, nacimientos, geoportal;15/02/2023;13/02/2023;;;anual;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,wms,;222;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=15bb32e23f606810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Defunciones clasificadas por nacionalidad y sexo según Distrito y Barrio. 1 Enero 2022;demografia;mapas, defunciones, geoportal;15/02/2023;13/02/2023;;;anual;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,wms,;224;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=f2d335dd7c206810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Cauces y arroyos del término municipal de Madrid;medio-ambiente;mapas, cauces, arroyos, geoportal;15/02/2023;13/02/2023;;;sindefinir;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,wms,;259;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=98fe35dd7c206810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Flora Urbana de Madrid;medio-ambiente;mapas, flora, geoportal;15/02/2023;13/02/2023;;;sindefinir;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,wms,;77;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ecc72f68dbde5810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta para el cálculo del Índice de Envejecimiento Activo de la Ciudad de Madrid;sociedad-bienestar;servicios público, sondeos encuestas;24/01/2023;24/01/2023;;;sindefinir;Dirección General de Mayores y Prevención de la Soledad No Deseada;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;330;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=dfc9875cc04e5810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Comisiones municipales;sector-publico;comisiones, municipales;27/01/2023;16/05/2024;;;sindefinir;Secretaría General del Pleno;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xml,;624;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6571f492c5435810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de las personas usuarias de las escuelas infantiles municipales;sociedad-bienestar;servicios públicos, sondeos, encuestas;22/05/2024;21/05/2024;;;anual;Dirección General de Educación, Juventud y Voluntariado;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;26;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7a2186f457ea4810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Comisarias;seguridad;Comisaria, www.madrid.es;22/11/2022;21/05/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;2785;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6daf6689abe94810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Agenda de Innovación (2018-enero hasta 2022-octubre);economia;Agenda, innovación, ciudad inteligente, smartcities;24/11/2022;21/05/2024;;;informacionhistorica;Dirección General de Emprendimiento;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;846;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=55623de253a94810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Vehículos SAMUR Protección Civil;seguridad;vehículos,Samur,Protección Civil;20/10/2022;18/10/2022;;30/10/2022;anual;Dirección General de Samur-Protección Civil;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;689;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ce3f8e2490ae3810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
EMT. Autobuses disponibles/oferta para cada día, línea y tramo horario;transporte;EMT,autobuses,líneas,tramos;20/10/2022;22/04/2024;;31/03/2024;mensual;Empresa Municipal de Transportes, S.A.;Ayuntamiento de Madrid;http://opendata.emtmadrid.es/Documentos/terminosycondiciones.aspx?lang=es-ES;Madrid,;csv,;5157;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d577612c573e3810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Unidades luminosas (Farolas) M-30;energia;farolas, unidades luminosas, alumbrado público;04/11/2022;07/10/2022;;;semestral;Madrid Calle 30, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,;562;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c49466a2371b3810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Presupuestos participativos 2021/2022: proyectos ganadores;sociedad-bienestar;proyecto,ganador,presupuesto,participativo;27/07/2022;20/07/2022;;;sindefinir;Dirección General de Participación Ciudadana;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;981;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=3b749283b2b12810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de Satisfacción de personas usuarias de Bibliotecas Públicas;cultura-ocio;servicios públicos, sondeos, encuestas, cultura;24/06/2022;04/10/2023;;;anual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;2410;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4a4b47fa46491810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de Satisfacción de las personas delegadas de los equipos participantes en las Competiciones Deportivas Municipales del Ayuntamiento de Madrid;deporte;deportes,delegados,delegadas;22/06/2022;16/05/2023;;;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;3156;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=88ba990d45a81810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Objetivos e indicadores presupuestarios;sector-publico;Presupuestos, objetivos, indicadores, memorias;28/11/2022;25/03/2024;01/01/2011;31/12/2023;anual;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;11755;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=16d65b932be71810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Panel de Hogares de la ciudad de Madrid;sociedad-bienestar;estudio,panel,hogares;02/06/2022;17/06/2022;;;sindefinir;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;4350;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=65ebcfb709071810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Gálibos físicos de control de altura en la entrada de los túneles con sistema de vigilancia automatizada;transporte;Túneles, control de altura, gálibos, seguridad;13/06/2022;26/08/2022;;26/08/2022;anual;Dirección General de Conservación de Vías Públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,xls,kml,;4148;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ec92524744c51810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Unidades luminosas (Farolas) en Parques Históricos y Singulares;energia;farolas, unidades luminosas, alumbrado público;24/11/2022;09/06/2022;;;semestral;Dirección General de Gestión del agua y zonas verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,shp,;1556;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8cbfd5a1d8741810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio sobre comportamiento, actitudes y aspiraciones familiares y reproductivas (18-45 años);sociedad-bienestar;estudio,comportamiento,18,45,año;02/06/2022;01/06/2022;;;sindefinir;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2221;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=97d500fbc1f11810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta para la evaluación de indicadores de la Carta de Servicios de la Oficina Municipal de Información al Consumidor (OMIC);sociedad-bienestar;servicios públicos, sondeos encuestas;12/08/2022;13/05/2024;;;anual;Dirección General de Comercio, Hostelería y Consumo;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1070;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a0c0a2722e5d0810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Colegios Públicos de Madrid: estudios sobre los patios escolares;educacion;educación, colegios, ceip, primaria, infantil, estudio patios;08/04/2022;22/04/2022;;;anual;Dirección General de Coordinación Territorial y Desconcentración;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;1026;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=98c36cc09a800810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción con el servicio de la Residencia Internado San Ildefonso de los menores residentes y de sus familias;sociedad-bienestar;servicios públicos,sondeos encuestas;31/03/2022;30/05/2024;;;anual;Dirección General de Familia e Infancia;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;776;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1158ee113cfdf710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de Satisfacción de las personas usuarias de la Hemeroteca Municipal;cultura-ocio;servicios públicos, sondeos, encuestas, cultura;28/03/2022;04/05/2023;;;anual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1259;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ba7a2ea4affbf710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción de las personas usuarias de la Biblioteca Musical Víctor Espinós;cultura-ocio;servicios públicos, sondeos, encuestas, cultura;28/03/2022;05/05/2023;;;anual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1205;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=587a2cecf7bbf710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Informe Anual de Satisfacción de Clientes Externos. Calidad Percibida en relación a la accesibilidad. SAMUR-Protección Civil;sociedad-bienestar;servicios públicos, sondeos encuestas;07/04/2022;20/05/2024;;;anual;Dirección General de Samur-Protección Civil;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;892;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d2ca3301c1bbf710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Informe Anual de Satisfacción de personas usuarias. Calidad Percibida en relación a la asistencia. SAMUR-Protección Civil;sociedad-bienestar;servicios públicos, sondeos encuestas;07/04/2022;20/05/2024;;;anual;Dirección General de Samur-Protección Civil;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;813;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=459388fa3cabf710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de Satisfacción de las personas usuarias de la Biblioteca Histórica Municipal;cultura-ocio;servicios públicos, sondeos, encuestas, cultura;28/03/2022;05/05/2023;;;anual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1215;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c5a88fa3cabf710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de la ciudadanía con los Servicios Digitales del Ayuntamiento de Madrid;sociedad-bienestar;servicios públicos, sondeos encuestas;17/03/2022;22/03/2024;;;sindefinir;Dirección General de la Oficina Digital;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;838;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6d1894936b19f710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de Satisfacción de las personas usuarias de los Servicios de Atención e Información Turística de Madrid;sociedad-bienestar;servicios públicos,sondeos encuestas;07/04/2022;10/03/2022;;;anual;Madrid Destino, Cultura, Turismo y Negocio S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;775;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=59ff7e524737f710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de Satisfacción a personas atendidas en Información Urbanística e Información de Disciplina y Sancionadora en la Oficina de Atención a la Ciudadanía;sociedad-bienestar;servicios públicos, sondeos encuestas;22/04/2022;01/03/2023;;;anual;Gerencia de Agencia de Actividades;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1144;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=33f27555c126f710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción de las personas usuarias del Sistema de Sugerencias y Reclamaciones de la Policía Municipal;sociedad-bienestar;servicios público, sondeos encuestas;06/04/2022;21/03/2024;;;anual;Dirección General de la Policía Municipal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1266;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e0307555c126f710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción de las personas usuarias de las oficinas de la Empresa Municipal de la Vivienda y Suelo de Madrid (EMVS).;sociedad-bienestar;servicios públicos,sondeos encuestas;14/02/2022;27/12/2023;;;anual;Empresa Municipal de la Vivienda y Suelo de Madrid, S.A.;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1304;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=028efd9b82ede710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de Satisfacción de personas usuarias del teléfono de Atención al Ciudadano 010 de Línea Madrid;sociedad-bienestar;servicios públicos, sondeos encuestas;11/02/2022;09/04/2024;;;anual;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1664;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9ee6a861d65de710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de Satisfacción de personas usuarias de la web www.madrid.es y Sede Electrónica del Ayuntamiento de Madrid;sociedad-bienestar;servicios públicos, sondeos encuestas;11/02/2022;09/04/2024;;;anual;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1656;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8e62a861d65de710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción y expectativas sobre las Oficinas de Atención a la Ciudadanía;sociedad-bienestar;servicios públicos, sondeos encuestas;11/02/2022;09/04/2024;;;anual;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1697;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=68cea861d65de710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de las personas usuarias de los servicios prestados por la SGT del Área de Gobierno de Vicealcaldía, Portavoz, Seguridad y Emergencias;sociedad-bienestar;servicios públicos, sondeos encuestas;04/02/2022;09/05/2024;;31/12/2023;anual;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emergencias;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1398;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=821f0ec917fbe710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
